ethnicity,HH7,CL13,CL2,FCD2H,FCD2E,FCD2D,FCD2A,WB4,WB6A,VT22A,VT22B,VT20,VT21,VT1,VT22X,MA2,MA3,MSTATUS,AF10,LS1,LS3,LS4,CSURV,HC5,HC4,WS7,WS1,WS11,WS14,child_depression
Sena,South,4.0,True,YES,YES,YES,YES,,,,,,,,,,,Currently married/in union,,,,,5.0,WOOD,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,2.0,True,YES,YES,YES,YES,27.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,27.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,,False,NO,YES,YES,NO,20.0,NoSchool,YES,YES,SAFE,SAFE,NO,NO,31.0,YES,Currently married/in union,SOME DIFFICULTY,VERY UNHAPPY,WORSENED,BETTER,1.0,THATCH / PALM LEAF,EARTH / SAND,DK,TUBE WELL / BOREHOLE,COMPOSTING TOILET,IN OWN DWELLING,0.0
Sena,South,0.0,True,NO,NO,NO,NO,39.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,COMPOSTING TOILET,IN OWN DWELLING,0.0
Sena,South,0.0,True,NO,NO,NO,NO,27.0,PRIMARY,NO,NO,VERY SAFE,UNSAFE,NO,NO,28.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN DWELLING,1.0
Sena,South,6.0,True,NO,NO,NO,NO,23.0,PRIMARY,NO,NO,UNSAFE,SAFE,YES,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,COMPOSTING TOILET,IN OWN YARD / PLOT,1.0
Sena,South,10.0,True,NO,YES,NO,NO,41.0,PRIMARY,NO,NO,UNSAFE,NEVER WALK ALONE AFTER DARK,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN DWELLING,1.0
Sena,South,,False,NO,NO,NO,NO,23.0,PRIMARY,NO,NO,UNSAFE,SAFE,NO,NO,28.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Lomwe,South,0.0,False,NO,NO,NO,NO,29.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,0.0
Sena,South,,False,YES,NO,YES,YES,29.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,WORSE,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,5.0,True,,,,,40.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,43.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,6.0,True,YES,YES,YES,NO,49.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,42.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,WORSE,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,,False,YES,NO,YES,YES,33.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,38.0,YES,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,MORE OR LESS THE SAME,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,15.0,True,NO,NO,NO,YES,43.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Sena,South,8.0,True,,,,,39.0,NoSchool,NO,NO,VERY SAFE,SAFE,NO,NO,33.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Sena,South,2.0,False,NO,NO,YES,YES,26.0,PRIMARY,NO,NO,UNSAFE,UNSAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,3.0,False,NO,NO,NO,YES,25.0,LOWER SECONDARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,28.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,MORE OR LESS THE SAME,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Lomwe,South,0.0,False,NO,NO,YES,NO,37.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,,False,NO,YES,NO,YES,25.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,28.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,0.0,False,NO,NO,NO,NO,37.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,51.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,,False,YES,NO,YES,NO,44.0,PRIMARY,NO,NO,SAFE,SAFE,YES,NO,45.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Sena,South,,False,NO,NO,NO,NO,41.0,NoSchool,NO,NO,UNSAFE,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,,False,YES,NO,YES,NO,40.0,PRIMARY,YES,NO,VERY SAFE,VERY SAFE,NO,NO,45.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,20.0,True,,,,,49.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,,False,NO,NO,YES,NO,47.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,,True,NO,NO,NO,YES,49.0,NoSchool,NO,NO,UNSAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,1.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN DWELLING,1.0
Sena,South,4.0,True,YES,YES,YES,YES,29.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,39.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,WORSE,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,12.0,False,NO,NO,NO,NO,37.0,PRIMARY,NO,NO,UNSAFE,SAFE,YES,NO,21.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Chewa,South,3.0,False,NO,YES,YES,YES,29.0,PRIMARY,YES,YES,SAFE,SAFE,NO,NO,,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,,False,NO,NO,NO,YES,29.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,39.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,0.0,False,YES,YES,YES,YES,29.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,MORE OR LESS THE SAME,4.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,,False,YES,NO,YES,NO,26.0,PRIMARY,YES,YES,VERY SAFE,VERY SAFE,NO,NO,25.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,NO,YES,NO,NO,39.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN DWELLING,1.0
Sena,South,4.0,False,NO,YES,NO,YES,38.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,3.0,False,YES,YES,YES,YES,35.0,PRIMARY,NO,NO,UNSAFE,SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,1.0,False,YES,YES,YES,YES,27.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,YES,39.0,NO,Currently married/in union,SOME DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,10.0,True,,,,,43.0,PRIMARY,YES,NO,SAFE,VERY SAFE,NO,NO,53.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,6.0,False,YES,YES,YES,YES,47.0,NoSchool,YES,NO,SAFE,VERY SAFE,NO,NO,61.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,2.0,True,NO,NO,NO,YES,42.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,,False,NO,YES,NO,YES,37.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,YES,YES,YES,NO,43.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,60.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,0.0
Sena,South,0.0,True,NO,NO,YES,NO,42.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,59.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,8.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,YES,NO,YES,NO,27.0,PRIMARY,NO,NO,VERY SAFE,SAFE,NO,NO,32.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,,False,NO,NO,NO,NO,43.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,54.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,1.0,False,NO,NO,NO,NO,22.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,25.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,0.0,False,,,,,45.0,NoSchool,NO,NO,UNSAFE,SAFE,NO,NO,57.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,1.0,False,YES,NO,YES,YES,39.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Tonga,South,12.0,True,,,,,43.0,PRIMARY,NO,NO,UNSAFE,UNSAFE,NO,NO,53.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,WORSENED,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,4.0,True,NO,NO,YES,YES,46.0,NoSchool,NO,YES,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,,False,NO,NO,NO,NO,28.0,UPPER SECONDARY,NO,NO,VERY SAFE,SAFE,NO,NO,41.0,YES,Currently married/in union,SOME DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,1.0,False,YES,NO,NO,YES,39.0,UPPER SECONDARY,NO,NO,VERY SAFE,SAFE,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,1.0,True,NO,NO,NO,NO,34.0,UPPER SECONDARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,44.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: UNPROTECTED WELL,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,5.0,False,NO,NO,YES,YES,39.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,54.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: UNPROTECTED WELL,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,3.0,True,YES,YES,YES,YES,33.0,UPPER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",SPRING: PROTECTED SPRING,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,2.0,False,,,,,35.0,LOWER SECONDARY,NO,YES,VERY SAFE,UNSAFE,YES,NO,40.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,,False,NO,NO,NO,NO,27.0,UPPER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,30.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Sena,South,14.0,False,NO,YES,NO,NO,27.0,UPPER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,33.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Other ethnicity,South,24.0,True,,,,,43.0,UPPER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,53.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,,4.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PIPED INTO DWELLING,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,NO,YES,YES,NO,23.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,23.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,1.0
Sena,South,10.0,False,YES,NO,YES,NO,41.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,,YES,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Chewa,South,12.0,False,YES,YES,YES,YES,34.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,8.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN DWELLING,1.0
Sena,South,2.0,True,,,,,41.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,7.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
